"Status van bewoning;""Regio's"";""Perioden"";""Totale woningvoorraad (aantal)"";""Koopwoningen (aantal)"";""Huurwoningen/Totaal huurwoningen (aantal)"";""Huurwoningen/Eigendom woningcorporatie (aantal)"";""Huurwoningen/Eigendom overige verhuurders (aantal)"";""Eigendom onbekend (aantal)"""
"Bewoonde woningen;""Groot-Amsterdam (CR)"";""2014"";593114;235102;353486;233525;119961;4526"
"Bewoonde woningen;""Groot-Amsterdam (CR)"";""2015"";597606;237620;358248;239709;118539;1738"
"Bewoonde woningen;""Groot-Amsterdam (CR)"";""2016"";606221;242605;360449;235629;124820;3167"
"Bewoonde woningen;""Groot-Amsterdam (CR)"";""2017"";608849;244768;362082;233150;128932;1999"
"Bewoonde woningen;""Groot-Amsterdam (CR)"";""2018"";614214;249100;363186;233768;129418;1928"
"Bewoonde woningen;""Groot-Amsterdam (CR)"";""2019"";625446;255492;368884;231385;137499;1070"
"Bewoonde woningen;""Groot-Amsterdam (CR)"";""2020"";635024;256418;376591;230223;146368;2015"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2012"";103940;62076;41735;30815;10920;129"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2013"";105132;62648;42362;31067;11295;122"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2014"";106917;62924;42940;30660;12280;1053"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2015"";107918;63524;43336;30742;12594;1058"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2016"";108810;64164;43622;30756;12866;1024"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2017"";110045;64991;44038;30564;13474;1016"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2018"";111172;66191;43942;30508;13434;1039"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2019"";111965;67738;43961;30853;13108;266"
"Bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2020"";112922;68077;44618;31169;13449;227"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2012"";166453;98742;66907;48318;18589;804"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2013"";168807;99590;68614;49282;19332;603"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2014"";171405;100427;69922;49341;20581;1056"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2015"";172911;102246;69875;49898;19977;790"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2016"";175520;103524;70927;49775;21152;1069"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2017"";178278;104936;72184;50020;22164;1158"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2018"";180686;106074;73430;50030;23400;1182"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2019"";182457;108164;73601;50330;23271;692"
"Bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2020"";184595;109080;74948;50327;24621;567"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2012"";357148;175361;180157;122112;58045;1630"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2013"";361364;176485;182850;122521;60329;2029"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2014"";366610;177512;186545;122658;63887;2553"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2015"";369918;178870;188938;123331;65607;2110"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2016"";374207;180472;190977;122177;68800;2758"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2017"";378116;182692;193352;121607;71745;2072"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2018"";382944;183725;196315;121911;74404;2904"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2019"";386307;187525;196930;123017;73913;1852"
"Bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2020"";390570;188558;199865;123596;76269;2147"
"Bewoonde woningen;""Delft en Westland (CR)"";""2012"";91268;48019;43037;34358;8679;212"
"Bewoonde woningen;""Delft en Westland (CR)"";""2013"";92176;48687;43363;34276;9087;126"
"Bewoonde woningen;""Delft en Westland (CR)"";""2014"";93144;49176;43826;34397;9429;142"
"Bewoonde woningen;""Delft en Westland (CR)"";""2015"";94723;50025;44569;35718;8851;129"
"Bewoonde woningen;""Delft en Westland (CR)"";""2016"";95666;50859;44615;35774;8841;192"
"Bewoonde woningen;""Delft en Westland (CR)"";""2017"";96521;51212;45186;35632;9554;123"
"Bewoonde woningen;""Delft en Westland (CR)"";""2018"";97394;51818;45398;34333;11065;178"
"Bewoonde woningen;""Delft en Westland (CR)"";""2019"";98922;53679;44928;34390;10538;315"
"Bewoonde woningen;""Delft en Westland (CR)"";""2020"";99959;54282;45322;34311;11011;355"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2012"";117357;73472;43603;33360;10243;282"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2013"";118646;74272;44166;33616;10550;208"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2014"";120092;75022;44782;34049;10733;288"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2015"";130566;81866;48391;37002;11389;309"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2016"";131903;82876;48647;36968;11679;380"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2017"";133627;84044;49132;36993;12139;451"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2018"";135746;85808;49534;37093;12441;404"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2019"";137804;88128;49559;36992;12567;117"
"Bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2020"";139241;89022;50091;37148;12943;128"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2012"";613637;295249;316111;247892;68219;2277"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2013"";619526;298627;319072;246672;72400;1827"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2014"";624046;301024;320716;245832;74884;2306"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2015"";620898;297404;321275;246946;74329;2219"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2016"";625322;300047;322580;243186;79394;2695"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2017"";627795;301973;323490;243183;80307;2332"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2018"";631986;305577;323535;242884;80651;2874"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2019"";634895;314147;319187;243278;75909;1561"
"Bewoonde woningen;""Groot-Rijnmond (CR)"";""2020"";640993;316598;322674;243301;79373;1721"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2012"";162542;94475;67704;55565;12139;363"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2013"";163815;95385;68163;55510;12653;267"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2014"";165255;96440;68437;55213;13224;378"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2015"";166087;97263;68461;55256;13205;363"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2016"";166985;98194;68292;54533;13759;499"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2017"";167789;99095;68221;54124;14097;473"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2018"";168803;101252;66994;53810;13184;557"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2019"";155819;94514;61007;49187;11820;298"
"Bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2020"";157029;95384;61403;48848;12555;242"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2012"";46768;33067;13664;9829;3835;37"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2013"";47320;33493;13817;9873;3944;10"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2014"";47616;33162;14296;9858;4438;158"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2015"";47905;33548;14113;9865;4248;244"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2016"";48261;33692;14118;9856;4262;451"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2017"";48414;33622;14336;9856;4480;456"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2018"";48514;34317;13753;9738;4015;444"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2019"";48688;34641;13397;9592;3805;650"
"Bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2020"";48693;34631;13320;9465;3855;742"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2012"";115978;75410;40302;31360;8942;266"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2013"";117039;76062;40787;31466;9321;190"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2014"";118449;76276;41485;31541;9944;688"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2015"";119162;76819;41585;31645;9940;758"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2016"";119678;77303;41620;31624;9996;755"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2017"";120386;77583;41937;31493;10444;866"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2018"";121260;79042;41359;31429;9930;859"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2019"";122117;80767;40941;31150;9791;409"
"Bewoonde woningen;""Overig Zeeland (CR)"";""2020"";122778;81404;40887;30834;10053;487"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2012"";255555;159005;96076;75035;21041;474"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2013"";258867;160837;97706;76134;21572;324"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2014"";262440;161709;100131;77461;22670;600"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2015"";264749;162508;101733;78138;23595;508"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2016"";266482;163706;102033;77811;24222;743"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2017"";268671;164558;103352;77594;25758;761"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2018"";271577;166012;104692;77939;26753;873"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2019"";273665;170580;102437;78433;24004;648"
"Bewoonde woningen;""West-Noord-Brabant (CR)"";""2020"";275576;171587;103381;78230;25151;608"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2012"";187080;113523;72962;56162;16800;595"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2013"";189425;114961;74234;56446;17788;230"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2014"";192572;115717;76535;57685;18850;320"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2015"";194596;116489;77747;58197;19550;360"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2016"";196517;117549;78417;57655;20762;551"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2017"";198354;118279;79431;57775;21656;644"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2018"";201057;120670;79655;58176;21479;732"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2019"";203879;122669;80803;58622;22181;407"
"Bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2020"";206392;123579;82060;58714;23346;753"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2012"";255466;164650;90086;71100;18986;730"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2013"";258982;166680;91793;72279;19514;509"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2014"";262904;167779;93672;72012;21660;1453"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2015"";265721;169139;94933;72514;22419;1649"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2016"";268240;170967;95642;72742;22900;1631"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2017"";270506;172304;96455;72556;23899;1747"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2018"";274033;175680;96219;73242;22977;2134"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2019"";277230;177906;98965;74271;24694;359"
"Bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2020"";281033;179903;100728;74555;26173;402"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2012"";306884;189013;116745;91184;25561;1126"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2013"";310806;190854;119213;92064;27149;739"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2014"";315219;192037;122126;92931;29195;1056"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2015"";318838;193615;124200;93708;30492;1023"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2016"";322067;195241;125439;93237;32202;1387"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2017"";325242;196593;126767;93185;33582;1882"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2018"";329112;200817;126771;92759;34012;1524"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2019"";333373;203701;129250;95013;34237;422"
"Bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2020"";337329;205197;131656;95465;36191;476"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2012"";113921;75762;37974;29056;8918;185"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2013"";114898;75997;38793;29321;9472;108"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2014"";116216;76800;39026;29504;9522;390"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2015"";117123;76964;39856;29763;10093;303"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2016"";117831;77363;40168;29757;10411;300"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2017"";118758;77729;40688;29786;10902;341"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2018"";119597;79013;40209;29299;10910;375"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2019"";120265;80182;39875;29630;10245;208"
"Bewoonde woningen;""Noord-Limburg (CR)"";""2020"";121102;80640;40235;29723;10512;227"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2012"";98257;67201;30846;22376;8470;210"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2013"";99219;67698;31338;22496;8842;183"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2014"";100469;68647;31504;22723;8781;318"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2015"";101114;68471;32309;22867;9442;334"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2016"";101989;68486;32848;22865;9983;655"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2017"";102694;68808;33176;22965;10211;710"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2018"";103213;69923;32572;22492;10080;718"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2019"";103706;70847;32691;22975;9716;168"
"Bewoonde woningen;""Midden-Limburg (CR)"";""2020"";104504;71297;32977;22794;10183;230"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2012"";266420;152799;112746;81301;31445;875"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2013"";269332;153239;115415;81597;33818;678"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2014"";272630;154128;116821;82244;34577;1681"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2015"";275378;153734;119809;83470;36339;1835"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2016"";276444;154016;120522;83152;37370;1906"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2017"";277782;154472;121238;82793;38445;2072"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2018"";279511;157705;119509;82195;37314;2297"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2019"";280747;159651;119866;82588;37278;1230"
"Bewoonde woningen;""Zuid-Limburg (CR)"";""2020"";281826;160007;120545;82396;38149;1274"
"Bewoonde woningen;""Flevoland (CR)"";""2012"";151636;98817;52413;42043;10370;406"
"Bewoonde woningen;""Flevoland (CR)"";""2013"";153058;99930;52837;41759;11078;291"
"Bewoonde woningen;""Flevoland (CR)"";""2014"";155257;100792;53876;42069;11807;589"
"Bewoonde woningen;""Flevoland (CR)"";""2015"";156665;101662;54435;42215;12220;568"
"Bewoonde woningen;""Flevoland (CR)"";""2016"";158004;102688;54816;42472;12344;500"
"Bewoonde woningen;""Flevoland (CR)"";""2017"";159477;103423;55627;42457;13170;427"
"Bewoonde woningen;""Flevoland (CR)"";""2018"";161787;104558;56705;42468;14237;524"
"Bewoonde woningen;""Flevoland (CR)"";""2019"";164338;108614;55494;43543;11951;230"
"Bewoonde woningen;""Flevoland (CR)"";""2020"";166839;109965;56643;43933;12710;231"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2012"";3751;1585;1833;848;985;333"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2013"";3428;1538;1640;801;839;250"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2014"";3526;1489;1624;787;837;413"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2015"";3637;1470;1649;820;829;518"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2016"";3642;1448;1614;754;860;580"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2017"";3605;1268;1610;702;908;727"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2018"";3223;1051;1513;624;889;659"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2019"";3138;1215;1470;787;683;453"
"Niet bewoonde woningen;""Oost-Groningen (CR)"";""2020"";3098;1154;1477;794;683;467"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2012"";1296;494;729;350;379;73"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2013"";1372;516;790;448;342;66"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2014"";1459;499;935;580;355;25"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2015"";1448;475;943;598;345;30"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2016"";1517;480;934;594;340;103"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2017"";1529;478;948;592;356;103"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2018"";1585;446;1032;586;446;107"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2019"";1677;439;1227;673;554;11"
"Niet bewoonde woningen;""Delfzijl en omgeving (CR)"";""2020"";1682;444;1230;673;557;8"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2012"";9339;3314;4642;2012;2630;1383"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2013"";9117;3115;4862;2113;2749;1140"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2014"";8808;3044;4877;1967;2910;887"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2015"";8231;2888;4851;2389;2462;492"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2016"";7919;2754;4681;2234;2447;484"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2017"";7676;2585;4590;2031;2559;501"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2018"";7682;2555;4610;2025;2585;517"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2019"";8111;2831;5064;2180;2884;216"
"Niet bewoonde woningen;""Overig Groningen (CR)"";""2020"";8093;2839;5002;2019;2983;252"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2012"";8138;3699;3625;1444;2181;814"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2013"";7491;3360;3665;1467;2198;466"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2014"";7427;3190;3698;1436;2262;539"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2015"";7420;3113;3718;1221;2497;589"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2016"";7325;2971;3645;1129;2516;709"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2017"";7075;2853;3519;1273;2246;703"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2018"";7095;2705;3762;1371;2391;628"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2019"";6956;3036;3824;1622;2202;96"
"Niet bewoonde woningen;""Noord-Friesland (CR)"";""2020"";7170;2969;4030;1698;2332;171"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2012"";4241;2607;1443;343;1100;191"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2013"";4034;2339;1516;459;1057;179"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2014"";4235;2398;1606;459;1147;231"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2015"";3980;2303;1396;386;1010;281"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2016"";3872;2208;1412;447;965;252"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2017"";3739;2114;1366;348;1018;259"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2018"";3760;2081;1423;354;1069;256"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2019"";3708;2215;1360;416;944;133"
"Niet bewoonde woningen;""Zuidwest-Friesland (CR)"";""2020"";3770;2142;1470;510;960;158"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2012"";4510;2068;2066;943;1123;376"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2013"";4237;2091;1942;902;1040;204"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2014"";3593;1473;1817;943;874;303"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2015"";3640;1438;1850;935;915;352"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2016"";3701;1441;1804;823;981;456"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2017"";3455;1359;1701;754;947;395"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2018"";3341;1263;1650;611;1039;428"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2019"";3438;1349;2022;657;1365;67"
"Niet bewoonde woningen;""Zuidoost-Friesland (CR)"";""2020"";3085;1366;1673;543;1130;46"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2012"";5700;2415;1821;587;1234;1464"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2013"";4615;2080;1891;751;1140;644"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2014"";4423;2022;2149;833;1316;252"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2015"";4259;2003;1850;796;1054;406"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2016"";3770;1885;1512;528;984;373"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2017"";3688;1760;1524;541;983;404"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2018"";3812;1651;1738;645;1093;423"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2019"";3632;1718;1819;639;1180;95"
"Niet bewoonde woningen;""Noord-Drenthe (CR)"";""2020"";3525;1573;1831;680;1151;121"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2012"";8826;3117;4139;1774;2365;1570"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2013"";4528;1777;2318;823;1495;433"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2014"";4651;1695;2296;764;1532;660"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2015"";4367;1676;2166;665;1501;525"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2016"";4068;1625;2042;681;1361;401"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2017"";3356;1417;1622;577;1045;317"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2018"";3248;1327;1639;574;1065;282"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2019"";3356;1463;1856;889;967;37"
"Niet bewoonde woningen;""Zuidoost-Drenthe (CR)"";""2020"";2839;1209;1602;918;684;28"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2012"";2378;1252;971;426;545;155"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2013"";2351;1214;981;428;553;156"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2014"";2892;1171;1307;423;884;414"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2015"";2710;1053;1336;529;807;321"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2016"";2648;1054;1199;404;795;395"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2017"";2600;1017;1238;425;813;345"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2018"";2487;969;1238;424;814;280"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2019"";2485;986;1447;748;699;52"
"Niet bewoonde woningen;""Zuidwest-Drenthe (CR)"";""2020"";2482;967;1447;615;832;68"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2012"";8710;4006;3787;1357;2430;917"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2013"";8169;3769;3646;1414;2232;754"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2014"";7029;3024;3252;1363;1889;753"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2015"";6588;3069;2926;1150;1776;593"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2016"";6264;2910;2858;1037;1821;496"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2017"";6120;2755;2875;1060;1815;490"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2018"";5981;2632;2926;1047;1879;423"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2019"";6061;2935;3004;1199;1805;122"
"Niet bewoonde woningen;""Noord-Overijssel (CR)"";""2020"";6018;2874;3012;1147;1865;132"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2012"";2857;1279;1305;587;718;273"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2013"";2837;1204;1428;642;786;205"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2014"";3005;1196;1601;767;834;208"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2015"";2761;1021;1212;471;741;528"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2016"";2888;1066;1573;708;865;249"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2017"";2424;929;1252;495;757;243"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2018"";2183;846;1225;516;709;112"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2019"";2322;938;1323;517;806;61"
"Niet bewoonde woningen;""Zuidwest-Overijssel (CR)"";""2020"";2325;911;1366;504;862;48"
"Niet bewoonde woningen;""Twente (CR)"";""2012"";13818;5314;7279;3490;3789;1225"
"Niet bewoonde woningen;""Twente (CR)"";""2013"";13195;5019;7201;3441;3760;975"
"Niet bewoonde woningen;""Twente (CR)"";""2014"";13105;4882;6461;2826;3635;1762"
"Niet bewoonde woningen;""Twente (CR)"";""2015"";12861;4896;6352;3238;3114;1613"
"Niet bewoonde woningen;""Twente (CR)"";""2016"";12310;4654;5996;2833;3163;1660"
