from_id,to_id,from,to,jobs,distance
38,3,Midden-Limburg (CR),Overig Groningen (CR),0.1,261.2
38,4,Midden-Limburg (CR),Noord-Friesland (CR),0.1,271.5
38,8,Midden-Limburg (CR),Zuidoost-Drenthe (CR),0.1,232.1
38,12,Midden-Limburg (CR),Twente (CR),0.1,175.7
38,24,Midden-Limburg (CR),Het Gooi en Vechtstreek (CR),0.1,147.8
38,25,Midden-Limburg (CR),Agglomeratie Leiden en Bollenstreek (CR),0.1,169.7
38,27,Midden-Limburg (CR),Delft en Westland (CR),0.1,164.6
38,28,Midden-Limburg (CR),Oost-Zuid-Holland (CR),0.1,146.1
38,32,Midden-Limburg (CR),Overig Zeeland (CR),0.1,172.6
38,40,Midden-Limburg (CR),Flevoland (CR),0.1,168.6
39,3,Zuid-Limburg (CR),Overig Groningen (CR),0.1,295
39,8,Zuid-Limburg (CR),Zuidoost-Drenthe (CR),0.1,250.3
39,11,Zuid-Limburg (CR),Zuidwest-Overijssel (CR),0.1,178.2
39,19,Zuid-Limburg (CR),Alkmaar en omgeving (CR),0.1,236.8
39,20,Zuid-Limburg (CR),IJmond (CR),0.1,220.6
39,21,Zuid-Limburg (CR),Agglomeratie Haarlem (CR),0.1,208.1
39,22,Zuid-Limburg (CR),Zaanstreek (CR),0.1,210
39,27,Zuid-Limburg (CR),Delft en Westland (CR),0.1,200.3
39,31,Zuid-Limburg (CR),Zeeuwsch-Vlaanderen (CR),0.1,247.8
40,1,Flevoland (CR),Oost-Groningen (CR),0.1,142.9
40,32,Flevoland (CR),Overig Zeeland (CR),0.1,191.2
1,26,Oost-Groningen (CR),Agglomeratie 's-Gravenhage (CR),0.2,239.1
2,8,Delfzijl en omgeving (CR),Zuidoost-Drenthe (CR),0.2,71.5
2,10,Delfzijl en omgeving (CR),Noord-Overijssel (CR),0.2,111.1
2,13,Delfzijl en omgeving (CR),Veluwe (CR),0.2,166.1
2,29,Delfzijl en omgeving (CR),Groot-Rijnmond (CR),0.2,259.1
3,24,Overig Groningen (CR),Het Gooi en Vechtstreek (CR),0.2,166.5
3,25,Overig Groningen (CR),Agglomeratie Leiden en Bollenstreek (CR),0.2,210.5
3,30,Overig Groningen (CR),Zuidoost-Zuid-Holland (CR),0.2,231
3,33,Overig Groningen (CR),West-Noord-Brabant (CR),0.2,250.5
3,35,Overig Groningen (CR),Noordoost-Noord-Brabant (CR),0.2,216.7
4,11,Noord-Friesland (CR),Zuidwest-Overijssel (CR),0.2,127.1
4,19,Noord-Friesland (CR),Alkmaar en omgeving (CR),0.2,106
4,20,Noord-Friesland (CR),IJmond (CR),0.2,129
4,24,Noord-Friesland (CR),Het Gooi en Vechtstreek (CR),0.2,143.7
4,26,Noord-Friesland (CR),Agglomeratie 's-Gravenhage (CR),0.2,182.9
4,30,Noord-Friesland (CR),Zuidoost-Zuid-Holland (CR),0.2,206
4,35,Noord-Friesland (CR),Noordoost-Noord-Brabant (CR),0.2,206
5,7,Zuidwest-Friesland (CR),Noord-Drenthe (CR),0.2,71.8
5,8,Zuidwest-Friesland (CR),Zuidoost-Drenthe (CR),0.2,100.5
5,11,Zuidwest-Friesland (CR),Zuidwest-Overijssel (CR),0.2,97.7
5,12,Zuidwest-Friesland (CR),Twente (CR),0.2,119.4
5,24,Zuidwest-Friesland (CR),Het Gooi en Vechtstreek (CR),0.2,113.1
5,33,Zuidwest-Friesland (CR),West-Noord-Brabant (CR),0.2,195.6
5,34,Zuidwest-Friesland (CR),Midden-Noord-Brabant (CR),0.2,196.6
5,36,Zuidwest-Friesland (CR),Zuidoost-Noord-Brabant (CR),0.2,199.7
6,1,Zuidoost-Friesland (CR),Oost-Groningen (CR),0.2,68.1
6,15,Zuidoost-Friesland (CR),Arnhem/Nijmegen (CR),0.2,136.2
6,18,Zuidoost-Friesland (CR),Kop van Noord-Holland (CR),0.2,110.6
6,24,Zuidoost-Friesland (CR),Het Gooi en Vechtstreek (CR),0.2,122.9
6,33,Zuidoost-Friesland (CR),West-Noord-Brabant (CR),0.2,209.8
6,34,Zuidoost-Friesland (CR),Midden-Noord-Brabant (CR),0.2,208.2
6,36,Zuidoost-Friesland (CR),Zuidoost-Noord-Brabant (CR),0.2,208.4
7,5,Noord-Drenthe (CR),Zuidwest-Friesland (CR),0.2,72
7,15,Noord-Drenthe (CR),Arnhem/Nijmegen (CR),0.2,141.2
7,26,Noord-Drenthe (CR),Agglomeratie 's-Gravenhage (CR),0.2,209.6
7,34,Noord-Drenthe (CR),Midden-Noord-Brabant (CR),0.2,217.2
7,36,Noord-Drenthe (CR),Zuidoost-Noord-Brabant (CR),0.2,215
8,2,Zuidoost-Drenthe (CR),Delfzijl en omgeving (CR),0.2,63.9
8,15,Zuidoost-Drenthe (CR),Arnhem/Nijmegen (CR),0.2,127.6
8,24,Zuidoost-Drenthe (CR),Het Gooi en Vechtstreek (CR),0.2,147.1
8,36,Zuidoost-Drenthe (CR),Zuidoost-Noord-Brabant (CR),0.2,200.6
8,39,Zuidoost-Drenthe (CR),Zuid-Limburg (CR),0.2,253.1
9,1,Zuidwest-Drenthe (CR),Oost-Groningen (CR),0.2,61.3
9,5,Zuidwest-Drenthe (CR),Zuidwest-Friesland (CR),0.2,63.3
9,34,Zuidwest-Drenthe (CR),Midden-Noord-Brabant (CR),0.2,182.1
10,16,Noord-Overijssel (CR),Zuidwest-Gelderland (CR),0.2,113
10,25,Noord-Overijssel (CR),Agglomeratie Leiden en Bollenstreek (CR),0.2,134.4
10,28,Noord-Overijssel (CR),Oost-Zuid-Holland (CR),0.2,137
10,37,Noord-Overijssel (CR),Noord-Limburg (CR),0.2,147.6
11,3,Zuidwest-Overijssel (CR),Overig Groningen (CR),0.2,114.2
11,24,Zuidwest-Overijssel (CR),Het Gooi en Vechtstreek (CR),0.2,80.5
11,26,Zuidwest-Overijssel (CR),Agglomeratie 's-Gravenhage (CR),0.2,142.4
11,37,Zuidwest-Overijssel (CR),Noord-Limburg (CR),0.2,121.5
11,39,Zuidwest-Overijssel (CR),Zuid-Limburg (CR),0.2,182.9
12,1,Twente (CR),Oost-Groningen (CR),0.2,98.6
12,4,Twente (CR),Noord-Friesland (CR),0.2,140.4
12,6,Twente (CR),Zuidoost-Friesland (CR),0.2,104.1
12,18,Twente (CR),Kop van Noord-Holland (CR),0.2,162.7
12,25,Twente (CR),Agglomeratie Leiden en Bollenstreek (CR),0.2,172.5
12,28,Twente (CR),Oost-Zuid-Holland (CR),0.2,158.6
12,30,Twente (CR),Zuidoost-Zuid-Holland (CR),0.2,164.5
13,5,Veluwe (CR),Zuidwest-Friesland (CR),0.2,92.6
13,6,Veluwe (CR),Zuidoost-Friesland (CR),0.2,95.8
13,7,Veluwe (CR),Noord-Drenthe (CR),0.2,105
13,8,Veluwe (CR),Zuidoost-Drenthe (CR),0.2,96.5
13,18,Veluwe (CR),Kop van Noord-Holland (CR),0.2,100
13,22,Veluwe (CR),Zaanstreek (CR),0.2,83.2
13,27,Veluwe (CR),Delft en Westland (CR),0.2,117
14,9,Achterhoek (CR),Zuidwest-Drenthe (CR),0.2,81.9
14,28,Achterhoek (CR),Oost-Zuid-Holland (CR),0.2,126.3
14,30,Achterhoek (CR),Zuidoost-Zuid-Holland (CR),0.2,125.3
15,9,Arnhem/Nijmegen (CR),Zuidwest-Drenthe (CR),0.2,106.4
15,18,Arnhem/Nijmegen (CR),Kop van Noord-Holland (CR),0.2,134.7
15,21,Arnhem/Nijmegen (CR),Agglomeratie Haarlem (CR),0.2,115.3
15,27,Arnhem/Nijmegen (CR),Delft en Westland (CR),0.2,123.7
15,32,Arnhem/Nijmegen (CR),Overig Zeeland (CR),0.2,175.7
16,10,Zuidwest-Gelderland (CR),Noord-Overijssel (CR),0.2,104.4
16,32,Zuidwest-Gelderland (CR),Overig Zeeland (CR),0.2,140.2
17,4,Utrecht (CR),Noord-Friesland (CR),0.2,160.4
17,5,Utrecht (CR),Zuidwest-Friesland (CR),0.2,129.7
17,6,Utrecht (CR),Zuidoost-Friesland (CR),0.2,134.5
18,3,Kop van Noord-Holland (CR),Overig Groningen (CR),0.2,147.8
18,4,Kop van Noord-Holland (CR),Noord-Friesland (CR),0.2,85.3
18,5,Kop van Noord-Holland (CR),Zuidwest-Friesland (CR),0.2,80.4
18,10,Kop van Noord-Holland (CR),Noord-Overijssel (CR),0.2,107.1
18,15,Kop van Noord-Holland (CR),Arnhem/Nijmegen (CR),0.2,133.9
18,16,Kop van Noord-Holland (CR),Zuidwest-Gelderland (CR),0.2,115.3
18,28,Kop van Noord-Holland (CR),Oost-Zuid-Holland (CR),0.2,92.9
18,30,Kop van Noord-Holland (CR),Zuidoost-Zuid-Holland (CR),0.2,130.2
18,32,Kop van Noord-Holland (CR),Overig Zeeland (CR),0.2,191.2
18,35,Kop van Noord-Holland (CR),Noordoost-Noord-Brabant (CR),0.2,144.8
19,13,Alkmaar en omgeving (CR),Veluwe (CR),0.2,108
19,15,Alkmaar en omgeving (CR),Arnhem/Nijmegen (CR),0.2,128.6
19,28,Alkmaar en omgeving (CR),Oost-Zuid-Holland (CR),0.2,74.4
19,30,Alkmaar en omgeving (CR),Zuidoost-Zuid-Holland (CR),0.2,109.1
19,33,Alkmaar en omgeving (CR),West-Noord-Brabant (CR),0.2,138.5
19,40,Alkmaar en omgeving (CR),Flevoland (CR),0.2,69.1
20,13,IJmond (CR),Veluwe (CR),0.2,95.2
20,28,IJmond (CR),Oost-Zuid-Holland (CR),0.2,55
20,33,IJmond (CR),West-Noord-Brabant (CR),0.2,120.3
20,36,IJmond (CR),Zuidoost-Noord-Brabant (CR),0.2,144
20,40,IJmond (CR),Flevoland (CR),0.2,60.7
21,30,Agglomeratie Haarlem (CR),Zuidoost-Zuid-Holland (CR),0.2,78.1
21,33,Agglomeratie Haarlem (CR),West-Noord-Brabant (CR),0.2,107.9
21,34,Agglomeratie Haarlem (CR),Midden-Noord-Brabant (CR),0.2,116.2
21,35,Agglomeratie Haarlem (CR),Noordoost-Noord-Brabant (CR),0.2,106.8
22,13,Zaanstreek (CR),Veluwe (CR),0.2,85.2
22,15,Zaanstreek (CR),Arnhem/Nijmegen (CR),0.2,112.5
22,28,Zaanstreek (CR),Oost-Zuid-Holland (CR),0.2,54.5
22,34,Zaanstreek (CR),Midden-Noord-Brabant (CR),0.2,118.5
22,36,Zaanstreek (CR),Zuidoost-Noord-Brabant (CR),0.2,133.6
23,4,Groot-Amsterdam (CR),Noord-Friesland (CR),0.2,134.9
23,5,Groot-Amsterdam (CR),Zuidwest-Friesland (CR),0.2,117.9
23,7,Groot-Amsterdam (CR),Noord-Drenthe (CR),0.2,157.5
23,9,Groot-Amsterdam (CR),Zuidwest-Drenthe (CR),0.2,123
23,11,Groot-Amsterdam (CR),Zuidwest-Overijssel (CR),0.2,104.9
23,32,Groot-Amsterdam (CR),Overig Zeeland (CR),0.2,145.1
23,38,Groot-Amsterdam (CR),Midden-Limburg (CR),0.2,161.9
24,10,Het Gooi en Vechtstreek (CR),Noord-Overijssel (CR),0.2,79.7
24,12,Het Gooi en Vechtstreek (CR),Twente (CR),0.2,118.3
24,14,Het Gooi en Vechtstreek (CR),Achterhoek (CR),0.2,89.3
25,16,Agglomeratie Leiden en Bollenstreek (CR),Zuidwest-Gelderland (CR),0.2,78.3
25,37,Agglomeratie Leiden en Bollenstreek (CR),Noord-Limburg (CR),0.2,154.4
25,39,Agglomeratie Leiden en Bollenstreek (CR),Zuid-Limburg (CR),0.2,208
26,4,Agglomeratie 's-Gravenhage (CR),Noord-Friesland (CR),0.2,183.2
26,10,Agglomeratie 's-Gravenhage (CR),Noord-Overijssel (CR),0.2,150.9
26,12,Agglomeratie 's-Gravenhage (CR),Twente (CR),0.2,182.6
26,14,Agglomeratie 's-Gravenhage (CR),Achterhoek (CR),0.2,154.3
26,18,Agglomeratie 's-Gravenhage (CR),Kop van Noord-Holland (CR),0.2,99.9
26,19,Agglomeratie 's-Gravenhage (CR),Alkmaar en omgeving (CR),0.2,78.9
26,22,Agglomeratie 's-Gravenhage (CR),Zaanstreek (CR),0.2,62.2
26,37,Agglomeratie 's-Gravenhage (CR),Noord-Limburg (CR),0.2,159.6
27,13,Delft en Westland (CR),Veluwe (CR),0.2,109.6
27,15,Delft en Westland (CR),Arnhem/Nijmegen (CR),0.2,121.6
27,21,Delft en Westland (CR),Agglomeratie Haarlem (CR),0.2,52.5
27,24,Delft en Westland (CR),Het Gooi en Vechtstreek (CR),0.2,78
27,32,Delft en Westland (CR),Overig Zeeland (CR),0.2,88.5
27,35,Delft en Westland (CR),Noordoost-Noord-Brabant (CR),0.2,101.5
28,12,Oost-Zuid-Holland (CR),Twente (CR),0.2,154.1
28,20,Oost-Zuid-Holland (CR),IJmond (CR),0.2,51.9
28,32,Oost-Zuid-Holland (CR),Overig Zeeland (CR),0.2,108.3
29,9,Groot-Rijnmond (CR),Zuidwest-Drenthe (CR),0.2,175.3
29,19,Groot-Rijnmond (CR),Alkmaar en omgeving (CR),0.2,101.1
30,12,Zuidoost-Zuid-Holland (CR),Twente (CR),0.2,165
30,21,Zuidoost-Zuid-Holland (CR),Agglomeratie Haarlem (CR),0.2,77.3
30,39,Zuidoost-Zuid-Holland (CR),Zuid-Limburg (CR),0.2,155.5
30,40,Zuidoost-Zuid-Holland (CR),Flevoland (CR),0.2,88.9
31,17,Zeeuwsch-Vlaanderen (CR),Utrecht (CR),0.2,176.4
32,14,Overig Zeeland (CR),Achterhoek (CR),0.2,209.3
32,15,Overig Zeeland (CR),Arnhem/Nijmegen (CR),0.2,171.6
32,16,Overig Zeeland (CR),Zuidwest-Gelderland (CR),0.2,128.9
32,24,Overig Zeeland (CR),Het Gooi en Vechtstreek (CR),0.2,159.3
32,25,Overig Zeeland (CR),Agglomeratie Leiden en Bollenstreek (CR),0.2,110.9
33,3,West-Noord-Brabant (CR),Overig Groningen (CR),0.2,250.3
34,10,Midden-Noord-Brabant (CR),Noord-Overijssel (CR),0.2,151.7
34,40,Midden-Noord-Brabant (CR),Flevoland (CR),0.2,107.2
35,9,Noordoost-Noord-Brabant (CR),Zuidwest-Drenthe (CR),0.2,152.6
35,10,Noordoost-Noord-Brabant (CR),Noord-Overijssel (CR),0.2,123.6
35,11,Noordoost-Noord-Brabant (CR),Zuidwest-Overijssel (CR),0.2,95.4
35,18,Noordoost-Noord-Brabant (CR),Kop van Noord-Holland (CR),0.2,141.4
36,3,Zuidoost-Noord-Brabant (CR),Overig Groningen (CR),0.2,236.2
37,12,Noord-Limburg (CR),Twente (CR),0.2,137.3
37,30,Noord-Limburg (CR),Zuidoost-Zuid-Holland (CR),0.2,114.4
37,40,Noord-Limburg (CR),Flevoland (CR),0.2,123.2
39,25,Zuid-Limburg (CR),Agglomeratie Leiden en Bollenstreek (CR),0.2,207.3
39,28,Zuid-Limburg (CR),Oost-Zuid-Holland (CR),0.2,181.5
39,40,Zuid-Limburg (CR),Flevoland (CR),0.2,201.4
40,7,Flevoland (CR),Noord-Drenthe (CR),0.2,97.4
40,8,Flevoland (CR),Zuidoost-Drenthe (CR),0.2,103.2
40,27,Flevoland (CR),Delft en Westland (CR),0.2,98.9
1,4,Oost-Groningen (CR),Noord-Friesland (CR),0.3,87.9
1,6,Oost-Groningen (CR),Zuidoost-Friesland (CR),0.3,72.3
1,17,Oost-Groningen (CR),Utrecht (CR),0.3,183
1,23,Oost-Groningen (CR),Groot-Amsterdam (CR),0.3,195.1
1,29,Oost-Groningen (CR),Groot-Rijnmond (CR),0.3,243.8
2,9,Delfzijl en omgeving (CR),Zuidwest-Drenthe (CR),0.3,82.4
3,11,Overig Groningen (CR),Zuidwest-Overijssel (CR),0.3,120.5
3,18,Overig Groningen (CR),Kop van Noord-Holland (CR),0.3,149.7
3,34,Overig Groningen (CR),Midden-Noord-Brabant (CR),0.3,241.9
4,1,Noord-Friesland (CR),Oost-Groningen (CR),0.3,85.1
4,2,Noord-Friesland (CR),Delfzijl en omgeving (CR),0.3,89.9
4,8,Noord-Friesland (CR),Zuidoost-Drenthe (CR),0.3,98.9
4,15,Noord-Friesland (CR),Arnhem/Nijmegen (CR),0.3,166.4
5,15,Zuidwest-Friesland (CR),Arnhem/Nijmegen (CR),0.3,123.7
5,18,Zuidwest-Friesland (CR),Kop van Noord-Holland (CR),0.3,75.7
5,29,Zuidwest-Friesland (CR),Groot-Rijnmond (CR),0.3,180.2
6,11,Zuidoost-Friesland (CR),Zuidwest-Overijssel (CR),0.3,93.3
6,29,Zuidoost-Friesland (CR),Groot-Rijnmond (CR),0.3,192.4
7,29,Noord-Drenthe (CR),Groot-Rijnmond (CR),0.3,213.3
7,40,Noord-Drenthe (CR),Flevoland (CR),0.3,106
8,4,Zuidoost-Drenthe (CR),Noord-Friesland (CR),0.3,98.4
8,6,Zuidoost-Drenthe (CR),Zuidoost-Friesland (CR),0.3,71.7
9,4,Zuidwest-Drenthe (CR),Noord-Friesland (CR),0.3,75.2
9,29,Zuidwest-Drenthe (CR),Groot-Rijnmond (CR),0.3,177.5
10,30,Noord-Overijssel (CR),Zuidoost-Zuid-Holland (CR),0.3,142.6
11,29,Zuidwest-Overijssel (CR),Groot-Rijnmond (CR),0.3,140.2
12,7,Twente (CR),Noord-Drenthe (CR),0.3,91.3
12,16,Twente (CR),Zuidwest-Gelderland (CR),0.3,116.9
12,24,Twente (CR),Het Gooi en Vechtstreek (CR),0.3,121.1
12,37,Twente (CR),Noord-Limburg (CR),0.3,146.9
13,21,Veluwe (CR),Agglomeratie Haarlem (CR),0.3,90.4
13,32,Veluwe (CR),Overig Zeeland (CR),0.3,173.6
14,24,Achterhoek (CR),Het Gooi en Vechtstreek (CR),0.3,94.9
14,26,Achterhoek (CR),Agglomeratie 's-Gravenhage (CR),0.3,150.4
15,6,Arnhem/Nijmegen (CR),Zuidoost-Friesland (CR),0.3,147.5
16,25,Zuidwest-Gelderland (CR),Agglomeratie Leiden en Bollenstreek (CR),0.3,77.8
16,38,Zuidwest-Gelderland (CR),Midden-Limburg (CR),0.3,99.5
16,40,Zuidwest-Gelderland (CR),Flevoland (CR),0.3,76.8
18,34,Kop van Noord-Holland (CR),Midden-Noord-Brabant (CR),0.3,162.6
18,36,Kop van Noord-Holland (CR),Zuidoost-Noord-Brabant (CR),0.3,174.8
19,34,Alkmaar en omgeving (CR),Midden-Noord-Brabant (CR),0.3,140.9
19,36,Alkmaar en omgeving (CR),Zuidoost-Noord-Brabant (CR),0.3,158.2
20,15,IJmond (CR),Arnhem/Nijmegen (CR),0.3,123.7
20,34,IJmond (CR),Midden-Noord-Brabant (CR),0.3,129.3
21,13,Agglomeratie Haarlem (CR),Veluwe (CR),0.3,89.9
21,27,Agglomeratie Haarlem (CR),Delft en Westland (CR),0.3,52.8
21,28,Agglomeratie Haarlem (CR),Oost-Zuid-Holland (CR),0.3,40.2
21,36,Agglomeratie Haarlem (CR),Zuidoost-Noord-Brabant (CR),0.3,133.1
23,37,Groot-Amsterdam (CR),Noord-Limburg (CR),0.3,144
24,16,Het Gooi en Vechtstreek (CR),Zuidwest-Gelderland (CR),0.3,52.9
24,18,Het Gooi en Vechtstreek (CR),Kop van Noord-Holland (CR),0.3,70.5
24,19,Het Gooi en Vechtstreek (CR),Alkmaar en omgeving (CR),0.3,61.8
24,20,Het Gooi en Vechtstreek (CR),IJmond (CR),0.3,51.1
24,28,Het Gooi en Vechtstreek (CR),Oost-Zuid-Holland (CR),0.3,48.4
24,33,Het Gooi en Vechtstreek (CR),West-Noord-Brabant (CR),0.3,91.2
24,35,Het Gooi en Vechtstreek (CR),Noordoost-Noord-Brabant (CR),0.3,76.1
25,18,Agglomeratie Leiden en Bollenstreek (CR),Kop van Noord-Holland (CR),0.3,77.4
25,19,Agglomeratie Leiden en Bollenstreek (CR),Alkmaar en omgeving (CR),0.3,57.1
25,22,Agglomeratie Leiden en Bollenstreek (CR),Zaanstreek (CR),0.3,39.8
25,35,Agglomeratie Leiden en Bollenstreek (CR),Noordoost-Noord-Brabant (CR),0.3,100.9
26,3,Agglomeratie 's-Gravenhage (CR),Overig Groningen (CR),0.3,223.1
28,15,Oost-Zuid-Holland (CR),Arnhem/Nijmegen (CR),0.3,94.8
28,37,Oost-Zuid-Holland (CR),Noord-Limburg (CR),0.3,125.3
28,40,Oost-Zuid-Holland (CR),Flevoland (CR),0.3,72.6
29,3,Groot-Rijnmond (CR),Overig Groningen (CR),0.3,233.7
29,10,Groot-Rijnmond (CR),Noord-Overijssel (CR),0.3,153.7
29,18,Groot-Rijnmond (CR),Kop van Noord-Holland (CR),0.3,121
29,20,Groot-Rijnmond (CR),IJmond (CR),0.3,81
29,22,Groot-Rijnmond (CR),Zaanstreek (CR),0.3,85.2
29,38,Groot-Rijnmond (CR),Midden-Limburg (CR),0.3,149.2
30,14,Zuidoost-Zuid-Holland (CR),Achterhoek (CR),0.3,120.5
31,23,Zeeuwsch-Vlaanderen (CR),Groot-Amsterdam (CR),0.3,187.6
31,34,Zeeuwsch-Vlaanderen (CR),Midden-Noord-Brabant (CR),0.3,140.5
31,35,Zeeuwsch-Vlaanderen (CR),Noordoost-Noord-Brabant (CR),0.3,172.5
31,36,Zeeuwsch-Vlaanderen (CR),Zuidoost-Noord-Brabant (CR),0.3,168.9
33,12,West-Noord-Brabant (CR),Twente (CR),0.3,189.5
33,21,West-Noord-Brabant (CR),Agglomeratie Haarlem (CR),0.3,107.5
33,38,West-Noord-Brabant (CR),Midden-Limburg (CR),0.3,109.3
34,12,Midden-Noord-Brabant (CR),Twente (CR),0.3,158.1
34,25,Midden-Noord-Brabant (CR),Agglomeratie Leiden en Bollenstreek (CR),0.3,91.1
34,38,Midden-Noord-Brabant (CR),Midden-Limburg (CR),0.3,76.3
35,27,Noordoost-Noord-Brabant (CR),Delft en Westland (CR),0.3,101.1
35,40,Noordoost-Noord-Brabant (CR),Flevoland (CR),0.3,100.5
36,10,Zuidoost-Noord-Brabant (CR),Noord-Overijssel (CR),0.3,151.6
36,25,Zuidoost-Noord-Brabant (CR),Agglomeratie Leiden en Bollenstreek (CR),0.3,130.8
36,40,Zuidoost-Noord-Brabant (CR),Flevoland (CR),0.3,130.4
38,16,Midden-Limburg (CR),Zuidwest-Gelderland (CR),0.3,95.4
38,18,Midden-Limburg (CR),Kop van Noord-Holland (CR),0.3,211.2
38,30,Midden-Limburg (CR),Zuidoost-Zuid-Holland (CR),0.3,125.3
39,10,Zuid-Limburg (CR),Noord-Overijssel (CR),0.3,203.5
39,12,Zuid-Limburg (CR),Twente (CR),0.3,211.2
39,16,Zuid-Limburg (CR),Zuidwest-Gelderland (CR),0.3,133.4
39,18,Zuid-Limburg (CR),Kop van Noord-Holland (CR),0.3,239.5
39,24,Zuid-Limburg (CR),Het Gooi en Vechtstreek (CR),0.3,180.4
40,4,Flevoland (CR),Noord-Friesland (CR),0.3,86.3
40,20,Flevoland (CR),IJmond (CR),0.3,63
40,38,Flevoland (CR),Midden-Limburg (CR),0.3,167.1
1,13,Oost-Groningen (CR),Veluwe (CR),0.4,141.1
1,40,Oost-Groningen (CR),Flevoland (CR),0.4,146.2
3,14,Overig Groningen (CR),Achterhoek (CR),0.4,141.4
3,26,Overig Groningen (CR),Agglomeratie 's-Gravenhage (CR),0.4,226.6
4,12,Noord-Friesland (CR),Twente (CR),0.4,137.9
4,14,Noord-Friesland (CR),Achterhoek (CR),0.4,147.1
4,33,Noord-Friesland (CR),West-Noord-Brabant (CR),0.4,233.7
4,34,Noord-Friesland (CR),Midden-Noord-Brabant (CR),0.4,226.8
4,36,Noord-Friesland (CR),Zuidoost-Noord-Brabant (CR),0.4,229.9
6,12,Zuidoost-Friesland (CR),Twente (CR),0.4,103.4
7,11,Noord-Drenthe (CR),Zuidwest-Overijssel (CR),0.4,89.2
8,11,Zuidoost-Drenthe (CR),Zuidwest-Overijssel (CR),0.4,78.2
8,29,Zuidoost-Drenthe (CR),Groot-Rijnmond (CR),0.4,212.8
8,40,Zuidoost-Drenthe (CR),Flevoland (CR),0.4,111
9,15,Zuidwest-Drenthe (CR),Arnhem/Nijmegen (CR),0.4,104.3
10,24,Noord-Overijssel (CR),Het Gooi en Vechtstreek (CR),0.4,84.9
10,26,Noord-Overijssel (CR),Agglomeratie 's-Gravenhage (CR),0.4,152.2
10,33,Noord-Overijssel (CR),West-Noord-Brabant (CR),0.4,173.4
10,34,Noord-Overijssel (CR),Midden-Noord-Brabant (CR),0.4,160.9
10,39,Noord-Overijssel (CR),Zuid-Limburg (CR),0.4,207.2
11,9,Zuidwest-Overijssel (CR),Zuidwest-Drenthe (CR),0.4,52.1
12,26,Twente (CR),Agglomeratie 's-Gravenhage (CR),0.4,178.1
12,34,Twente (CR),Midden-Noord-Brabant (CR),0.4,160.3
13,3,Veluwe (CR),Overig Groningen (CR),0.4,133.5
13,25,Veluwe (CR),Agglomeratie Leiden en Bollenstreek (CR),0.4,98.3
14,33,Achterhoek (CR),West-Noord-Brabant (CR),0.4,147
15,3,Arnhem/Nijmegen (CR),Overig Groningen (CR),0.4,169.9
15,25,Arnhem/Nijmegen (CR),Agglomeratie Leiden en Bollenstreek (CR),0.4,113.2
15,28,Arnhem/Nijmegen (CR),Oost-Zuid-Holland (CR),0.4,96
16,12,Zuidwest-Gelderland (CR),Twente (CR),0.4,122.9
17,9,Utrecht (CR),Zuidwest-Drenthe (CR),0.4,118.2
17,32,Utrecht (CR),Overig Zeeland (CR),0.4,139.1
17,38,Utrecht (CR),Midden-Limburg (CR),0.4,122.6
18,13,Kop van Noord-Holland (CR),Veluwe (CR),0.4,101.9
18,25,Kop van Noord-Holland (CR),Agglomeratie Leiden en Bollenstreek (CR),0.4,80.6
18,33,Kop van Noord-Holland (CR),West-Noord-Brabant (CR),0.4,157.5
19,25,Alkmaar en omgeving (CR),Agglomeratie Leiden en Bollenstreek (CR),0.4,59.9
21,15,Agglomeratie Haarlem (CR),Arnhem/Nijmegen (CR),0.4,115.9
21,40,Agglomeratie Haarlem (CR),Flevoland (CR),0.4,56
22,25,Zaanstreek (CR),Agglomeratie Leiden en Bollenstreek (CR),0.4,44
22,40,Zaanstreek (CR),Flevoland (CR),0.4,47.5
24,30,Het Gooi en Vechtstreek (CR),Zuidoost-Zuid-Holland (CR),0.4,64.2
24,34,Het Gooi en Vechtstreek (CR),Midden-Noord-Brabant (CR),0.4,89.2
25,15,Agglomeratie Leiden en Bollenstreek (CR),Arnhem/Nijmegen (CR),0.4,113.4
26,16,Agglomeratie 's-Gravenhage (CR),Zuidwest-Gelderland (CR),0.4,81.2
26,20,Agglomeratie 's-Gravenhage (CR),IJmond (CR),0.4,57.7
26,39,Agglomeratie 's-Gravenhage (CR),Zuid-Limburg (CR),0.4,201.9
27,36,Delft en Westland (CR),Zuidoost-Noord-Brabant (CR),0.4,120.8
28,16,Oost-Zuid-Holland (CR),Zuidwest-Gelderland (CR),0.4,56.7
28,34,Oost-Zuid-Holland (CR),Midden-Noord-Brabant (CR),0.4,68.6
29,37,Groot-Rijnmond (CR),Noord-Limburg (CR),0.4,137.1
30,32,Zuidoost-Zuid-Holland (CR),Overig Zeeland (CR),0.4,88.6
32,13,Overig Zeeland (CR),Veluwe (CR),0.4,193.7
32,28,Overig Zeeland (CR),Oost-Zuid-Holland (CR),0.4,100.2
33,24,West-Noord-Brabant (CR),Het Gooi en Vechtstreek (CR),0.4,94.7
33,37,West-Noord-Brabant (CR),Noord-Limburg (CR),0.4,107.5
33,40,West-Noord-Brabant (CR),Flevoland (CR),0.4,126.5
34,24,Midden-Noord-Brabant (CR),Het Gooi en Vechtstreek (CR),0.4,82.9
36,31,Zuidoost-Noord-Brabant (CR),Zeeuwsch-Vlaanderen (CR),0.4,165.6
38,14,Midden-Limburg (CR),Achterhoek (CR),0.4,130.8
