from_id,to_id,from,to,jobs,distance
32,30,Overig Zeeland (CR),Zuidoost-Zuid-Holland (CR),2.7,94.9
35,26,Noordoost-Noord-Brabant (CR),Agglomeratie 's-Gravenhage (CR),2.7,106.1
8,1,Zuidoost-Drenthe (CR),Oost-Groningen (CR),2.8,19.3
11,14,Zuidwest-Overijssel (CR),Achterhoek (CR),2.8,25.2
13,35,Veluwe (CR),Noordoost-Noord-Brabant (CR),2.8,81
16,23,Zuidwest-Gelderland (CR),Groot-Amsterdam (CR),2.8,69.3
23,36,Groot-Amsterdam (CR),Zuidoost-Noord-Brabant (CR),2.8,120.2
31,32,Zeeuwsch-Vlaanderen (CR),Overig Zeeland (CR),2.8,44.1
9,8,Zuidwest-Drenthe (CR),Zuidoost-Drenthe (CR),2.9,34.5
25,27,Agglomeratie Leiden en Bollenstreek (CR),Delft en Westland (CR),2.9,27.8
36,26,Zuidoost-Noord-Brabant (CR),Agglomeratie 's-Gravenhage (CR),2.9,125.6
28,30,Oost-Zuid-Holland (CR),Zuidoost-Zuid-Holland (CR),3,28.5
39,29,Zuid-Limburg (CR),Groot-Rijnmond (CR),3,182.6
13,37,Veluwe (CR),Noord-Limburg (CR),3.1,92.6
14,39,Achterhoek (CR),Zuid-Limburg (CR),3.1,171.4
25,21,Agglomeratie Leiden en Bollenstreek (CR),Agglomeratie Haarlem (CR),3.1,19.5
30,23,Zuidoost-Zuid-Holland (CR),Groot-Amsterdam (CR),3.1,70.6
32,26,Overig Zeeland (CR),Agglomeratie 's-Gravenhage (CR),3.1,98.1
32,31,Overig Zeeland (CR),Zeeuwsch-Vlaanderen (CR),3.1,42.2
1,8,Oost-Groningen (CR),Zuidoost-Drenthe (CR),3.2,27.1
10,17,Noord-Overijssel (CR),Utrecht (CR),3.2,89.7
13,16,Veluwe (CR),Zuidwest-Gelderland (CR),3.2,44.6
16,13,Zuidwest-Gelderland (CR),Veluwe (CR),3.2,39
18,22,Kop van Noord-Holland (CR),Zaanstreek (CR),3.2,40.3
27,23,Delft en Westland (CR),Groot-Amsterdam (CR),3.2,57.2
29,32,Groot-Rijnmond (CR),Overig Zeeland (CR),3.2,71.3
30,16,Zuidoost-Zuid-Holland (CR),Zuidwest-Gelderland (CR),3.2,23.8
39,35,Zuid-Limburg (CR),Noordoost-Noord-Brabant (CR),3.2,108.1
24,40,Het Gooi en Vechtstreek (CR),Flevoland (CR),3.3,22.1
19,21,Alkmaar en omgeving (CR),Agglomeratie Haarlem (CR),3.4,34.6
30,28,Zuidoost-Zuid-Holland (CR),Oost-Zuid-Holland (CR),3.4,27.7
31,29,Zeeuwsch-Vlaanderen (CR),Groot-Rijnmond (CR),3.4,120
7,8,Noord-Drenthe (CR),Zuidoost-Drenthe (CR),3.5,33.5
17,34,Utrecht (CR),Midden-Noord-Brabant (CR),3.5,70.1
17,36,Utrecht (CR),Zuidoost-Noord-Brabant (CR),3.5,85.6
18,20,Kop van Noord-Holland (CR),IJmond (CR),3.5,45
13,12,Veluwe (CR),Twente (CR),3.6,68.6
19,22,Alkmaar en omgeving (CR),Zaanstreek (CR),3.6,25.5
33,23,West-Noord-Brabant (CR),Groot-Amsterdam (CR),3.6,102.8
35,23,Noordoost-Noord-Brabant (CR),Groot-Amsterdam (CR),3.6,93.2
9,7,Zuidwest-Drenthe (CR),Noord-Drenthe (CR),3.7,32.1
26,30,Agglomeratie 's-Gravenhage (CR),Zuidoost-Zuid-Holland (CR),3.7,46.7
39,33,Zuid-Limburg (CR),West-Noord-Brabant (CR),3.7,138.3
3,2,Overig Groningen (CR),Delfzijl en omgeving (CR),3.8,22.5
17,35,Utrecht (CR),Noordoost-Noord-Brabant (CR),3.8,57.1
21,17,Agglomeratie Haarlem (CR),Utrecht (CR),3.8,55.8
29,36,Groot-Rijnmond (CR),Zuidoost-Noord-Brabant (CR),3.8,106.9
36,23,Zuidoost-Noord-Brabant (CR),Groot-Amsterdam (CR),3.8,120.2
14,37,Achterhoek (CR),Noord-Limburg (CR),3.9,105.3
15,39,Arnhem/Nijmegen (CR),Zuid-Limburg (CR),3.9,128.4
22,20,Zaanstreek (CR),IJmond (CR),4,13
29,35,Groot-Rijnmond (CR),Noordoost-Noord-Brabant (CR),4,86.7
3,4,Overig Groningen (CR),Noord-Friesland (CR),4.1,49.8
6,5,Zuidoost-Friesland (CR),Zuidwest-Friesland (CR),4.1,27.1
29,34,Groot-Rijnmond (CR),Midden-Noord-Brabant (CR),4.2,68
20,22,IJmond (CR),Zaanstreek (CR),4.3,13.2
34,17,Midden-Noord-Brabant (CR),Utrecht (CR),4.3,62.3
36,38,Zuidoost-Noord-Brabant (CR),Midden-Limburg (CR),4.3,29.8
12,15,Twente (CR),Arnhem/Nijmegen (CR),4.4,79.5
16,30,Zuidwest-Gelderland (CR),Zuidoost-Zuid-Holland (CR),4.4,23.9
1,7,Oost-Groningen (CR),Noord-Drenthe (CR),4.5,35.2
17,40,Utrecht (CR),Flevoland (CR),4.5,43.1
7,9,Noord-Drenthe (CR),Zuidwest-Drenthe (CR),4.6,33.9
14,11,Achterhoek (CR),Zuidwest-Overijssel (CR),4.6,23.3
23,40,Groot-Amsterdam (CR),Flevoland (CR),4.6,36.6
27,17,Delft en Westland (CR),Utrecht (CR),4.7,66.3
15,23,Arnhem/Nijmegen (CR),Groot-Amsterdam (CR),4.8,99
23,20,Groot-Amsterdam (CR),IJmond (CR),4.8,25.4
8,7,Zuidoost-Drenthe (CR),Noord-Drenthe (CR),4.9,35.7
23,19,Groot-Amsterdam (CR),Alkmaar en omgeving (CR),4.9,35.1
36,37,Zuidoost-Noord-Brabant (CR),Noord-Limburg (CR),4.9,34.8
33,17,West-Noord-Brabant (CR),Utrecht (CR),5,77
12,40,Twente (CR),Flevoland (CR),5.1,112.7
17,25,Utrecht (CR),Agglomeratie Leiden en Bollenstreek (CR),5.1,51.7
36,17,Zuidoost-Noord-Brabant (CR),Utrecht (CR),5.1,87
36,29,Zuidoost-Noord-Brabant (CR),Groot-Rijnmond (CR),5.1,107.2
37,15,Noord-Limburg (CR),Arnhem/Nijmegen (CR),5.1,29.4
17,30,Utrecht (CR),Zuidoost-Zuid-Holland (CR),5.2,41
30,33,Zuidoost-Zuid-Holland (CR),West-Noord-Brabant (CR),5.2,34.4
12,14,Twente (CR),Achterhoek (CR),5.4,33.3
21,20,Agglomeratie Haarlem (CR),IJmond (CR),5.4,11.6
35,16,Noordoost-Noord-Brabant (CR),Zuidwest-Gelderland (CR),5.4,25.8
8,9,Zuidoost-Drenthe (CR),Zuidwest-Drenthe (CR),5.5,37.3
13,11,Veluwe (CR),Zuidwest-Overijssel (CR),5.5,19.6
25,28,Agglomeratie Leiden en Bollenstreek (CR),Oost-Zuid-Holland (CR),5.5,18.9
29,25,Groot-Rijnmond (CR),Agglomeratie Leiden en Bollenstreek (CR),5.5,38.4
3,1,Overig Groningen (CR),Oost-Groningen (CR),5.6,32.7
3,6,Overig Groningen (CR),Zuidoost-Friesland (CR),5.6,37.4
34,30,Midden-Noord-Brabant (CR),Zuidoost-Zuid-Holland (CR),5.7,27.7
35,37,Noordoost-Noord-Brabant (CR),Noord-Limburg (CR),5.7,27.8
40,10,Flevoland (CR),Noord-Overijssel (CR),5.7,36.8
33,32,West-Noord-Brabant (CR),Overig Zeeland (CR),5.8,53.7
36,39,Zuidoost-Noord-Brabant (CR),Zuid-Limburg (CR),5.8,78.8
8,10,Zuidoost-Drenthe (CR),Noord-Overijssel (CR),5.9,51.1
15,36,Arnhem/Nijmegen (CR),Zuidoost-Noord-Brabant (CR),5.9,65.1
17,16,Utrecht (CR),Zuidwest-Gelderland (CR),5.9,26.5
30,26,Zuidoost-Zuid-Holland (CR),Agglomeratie 's-Gravenhage (CR),6,45.7
37,35,Noord-Limburg (CR),Noordoost-Noord-Brabant (CR),6,31.6
2,3,Delfzijl en omgeving (CR),Overig Groningen (CR),6.1,23.6
4,5,Noord-Friesland (CR),Zuidwest-Friesland (CR),6.1,28.4
6,3,Zuidoost-Friesland (CR),Overig Groningen (CR),6.1,38.6
10,11,Noord-Overijssel (CR),Zuidwest-Overijssel (CR),6.1,33.5
12,13,Twente (CR),Veluwe (CR),6.1,70.1
16,15,Zuidwest-Gelderland (CR),Arnhem/Nijmegen (CR),6.1,29.5
34,29,Midden-Noord-Brabant (CR),Groot-Rijnmond (CR),6.1,63.2
4,3,Noord-Friesland (CR),Overig Groningen (CR),6.3,46.4
20,19,IJmond (CR),Alkmaar en omgeving (CR),6.3,15.5
35,29,Noordoost-Noord-Brabant (CR),Groot-Rijnmond (CR),6.3,82.4
10,40,Noord-Overijssel (CR),Flevoland (CR),6.4,38.4
17,15,Utrecht (CR),Arnhem/Nijmegen (CR),6.4,51.6
33,26,West-Noord-Brabant (CR),Agglomeratie 's-Gravenhage (CR),6.4,72.3
33,35,West-Noord-Brabant (CR),Noordoost-Noord-Brabant (CR),6.4,57.1
16,35,Zuidwest-Gelderland (CR),Noordoost-Noord-Brabant (CR),6.5,22.6
35,17,Noordoost-Noord-Brabant (CR),Utrecht (CR),6.6,58.2
11,12,Zuidwest-Overijssel (CR),Twente (CR),6.7,36.1
10,9,Noord-Overijssel (CR),Zuidwest-Drenthe (CR),6.9,21
40,15,Flevoland (CR),Arnhem/Nijmegen (CR),6.9,79.9
23,18,Groot-Amsterdam (CR),Kop van Noord-Holland (CR),7.1,49.8
17,28,Utrecht (CR),Oost-Zuid-Holland (CR),7.2,28.9
37,39,Noord-Limburg (CR),Zuid-Limburg (CR),7.2,65
13,40,Veluwe (CR),Flevoland (CR),7.3,39.6
36,33,Zuidoost-Noord-Brabant (CR),West-Noord-Brabant (CR),7.3,67.2
13,14,Veluwe (CR),Achterhoek (CR),7.4,39.7
13,23,Veluwe (CR),Groot-Amsterdam (CR),7.4,71.8
33,30,West-Noord-Brabant (CR),Zuidoost-Zuid-Holland (CR),7.4,36.2
5,6,Zuidwest-Friesland (CR),Zuidoost-Friesland (CR),7.5,23.7
6,4,Zuidoost-Friesland (CR),Noord-Friesland (CR),7.5,28.9
26,28,Agglomeratie 's-Gravenhage (CR),Oost-Zuid-Holland (CR),7.5,25.1
40,24,Flevoland (CR),Het Gooi en Vechtstreek (CR),7.7,25.2
10,12,Noord-Overijssel (CR),Twente (CR),7.8,41.8
11,13,Zuidwest-Overijssel (CR),Veluwe (CR),7.9,25.1
14,12,Achterhoek (CR),Twente (CR),7.9,31.9
15,37,Arnhem/Nijmegen (CR),Noord-Limburg (CR),7.9,51.1
38,37,Midden-Limburg (CR),Noord-Limburg (CR),7.9,27.3
5,4,Zuidwest-Friesland (CR),Noord-Friesland (CR),8,28.8
25,29,Agglomeratie Leiden en Bollenstreek (CR),Groot-Rijnmond (CR),8,36
19,20,Alkmaar en omgeving (CR),IJmond (CR),8.2,20.8
2,2,Delfzijl en omgeving (CR),Delfzijl en omgeving (CR),8.4,4.2
32,33,Overig Zeeland (CR),West-Noord-Brabant (CR),8.7,48.4
23,25,Groot-Amsterdam (CR),Agglomeratie Leiden en Bollenstreek (CR),8.9,26.6
11,10,Zuidwest-Overijssel (CR),Noord-Overijssel (CR),9,25.1
23,29,Groot-Amsterdam (CR),Groot-Rijnmond (CR),9,65.5
23,26,Groot-Amsterdam (CR),Agglomeratie 's-Gravenhage (CR),9.2,52
40,17,Flevoland (CR),Utrecht (CR),9.2,45.7
12,11,Twente (CR),Zuidwest-Overijssel (CR),9.3,37.3
37,38,Noord-Limburg (CR),Midden-Limburg (CR),9.3,25.5
37,36,Noord-Limburg (CR),Zuidoost-Noord-Brabant (CR),9.7,40.3
12,10,Twente (CR),Noord-Overijssel (CR),10,45.1
3,7,Overig Groningen (CR),Noord-Drenthe (CR),10.1,25.4
39,38,Zuid-Limburg (CR),Midden-Limburg (CR),10.4,36
33,36,West-Noord-Brabant (CR),Zuidoost-Noord-Brabant (CR),10.5,63.1
15,17,Arnhem/Nijmegen (CR),Utrecht (CR),10.6,55.3
28,25,Oost-Zuid-Holland (CR),Agglomeratie Leiden en Bollenstreek (CR),10.6,18
9,10,Zuidwest-Drenthe (CR),Noord-Overijssel (CR),10.7,26.1
19,18,Alkmaar en omgeving (CR),Kop van Noord-Holland (CR),10.7,23.4
32,29,Overig Zeeland (CR),Groot-Rijnmond (CR),10.9,72.4
13,10,Veluwe (CR),Noord-Overijssel (CR),11,26
15,16,Arnhem/Nijmegen (CR),Zuidwest-Gelderland (CR),11.2,38.2
35,33,Noordoost-Noord-Brabant (CR),West-Noord-Brabant (CR),11.2,61.6
14,13,Achterhoek (CR),Veluwe (CR),11.3,38.4
35,15,Noordoost-Noord-Brabant (CR),Arnhem/Nijmegen (CR),11.3,28.7
17,29,Utrecht (CR),Groot-Rijnmond (CR),11.4,57.3
20,21,IJmond (CR),Agglomeratie Haarlem (CR),11.4,11.1
23,22,Groot-Amsterdam (CR),Zaanstreek (CR),11.6,14.6
38,36,Midden-Limburg (CR),Zuidoost-Noord-Brabant (CR),11.6,37.5
10,13,Noord-Overijssel (CR),Veluwe (CR),11.7,43.5
23,24,Groot-Amsterdam (CR),Het Gooi en Vechtstreek (CR),11.7,26.4
29,33,Groot-Rijnmond (CR),West-Noord-Brabant (CR),11.7,49.2
28,23,Oost-Zuid-Holland (CR),Groot-Amsterdam (CR),11.9,30.8
1,3,Oost-Groningen (CR),Overig Groningen (CR),12,30.7
25,17,Agglomeratie Leiden en Bollenstreek (CR),Utrecht (CR),12.5,54.1
30,17,Zuidoost-Zuid-Holland (CR),Utrecht (CR),12.9,40.4
36,34,Zuidoost-Noord-Brabant (CR),Midden-Noord-Brabant (CR),12.9,35.5
27,29,Delft en Westland (CR),Groot-Rijnmond (CR),13.5,18.2
15,35,Arnhem/Nijmegen (CR),Noordoost-Noord-Brabant (CR),13.7,34.7
28,26,Oost-Zuid-Holland (CR),Agglomeratie 's-Gravenhage (CR),13.9,27.3
16,17,Zuidwest-Gelderland (CR),Utrecht (CR),14,27.3
4,6,Noord-Friesland (CR),Zuidoost-Friesland (CR),14.5,29
29,28,Groot-Rijnmond (CR),Oost-Zuid-Holland (CR),14.7,23.3
23,21,Groot-Amsterdam (CR),Agglomeratie Haarlem (CR),14.8,16.7
